run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260726_042922-yjr-as-c-p1-sw-a-quiet,quiet,P1-SW-A,D3,1.64,rank_7,rank_7,,P1-SW,SQL_NO_EXT_EVIDENCE,PENDING,PENDING,"d1_thr=1.15 (recipes:/Users/yinjinrun/Codespace/myportal/project/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P1-SW-A.quiet); D1: C1/C0_step_ms=1.64 (thr=1.15); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=166; D3_signal=min_compute_ms rank=7 compute=66.43 step=124.7; D3: hit victim=7 (±1) reported=7; D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.99 (D5 需先 D4); sql_dump=ok; tables_missing=gpu.utilization,cpu.utilization,cpu.tasks,python.torch_trace,process.gpu_users,process.cpu_stats; SQL_NO_EXT_EVIDENCE:p1sw_no_d4_path:gap_flat_expected:missing=gpu.utilization,process.gpu_users"
