run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260726_014611-yjr-as-c-p1-ext-a-masked,masked,P1-EXT-A,D3,1.08,rank_8,rank_7,,P1-EXT,SQL_NO_EXT_EVIDENCE,PENDING,PENDING,"d1_thr=1.05 (recipes:/Users/yinjinrun/Codespace/myportal/project/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P1-EXT-A.masked); D1: C1/C0_step_ms=1.08 (thr=1.05); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=101; D3_signal=min_wait_among_slow rank=8 wait=0.52 slow_n=0 step=81.3; D3: hit victim=7 (±1) reported=8; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=1.00 (D5 需先 D4); sql_dump=ok; tables_missing=gpu.utilization,cpu.utilization,cpu.tasks,python.torch_trace,process.gpu_users,process.cpu_stats; SQL_NO_EXT_EVIDENCE:host_mx_smi:util=None:thresh=None"
