run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260725_215903-yjr-as-c-p3-sw-a-quiet,quiet,P3-SW-A,D4,1.95,rank_7,rank_7,P3-SW,P3-SW,PASS_D4,PENDING,PENDING,"d1_thr=1.15 (recipes:/Users/yinjinrun/Codespace/myportal/project/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P3-SW-A.quiet); D1: C1/C0_step_ms=1.95 (thr=1.15); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=101; D3_signal=max_data_ms rank=7 data=226.75; D3: hit victim=7 (±1) reported=7; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.56 (D5 需先 D4); sql_dump=ok; tables_missing=process.gpu_users,process.cpu_stats; cpu.utilization_rss:max_kb=2525780:p3sw_rss_window; D4 grid=P3-SW"
