run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260726_102936-yjr-as-c-p3-ext-c-quiet,quiet,P3-EXT-C,D3,1.91,rank_11,rank_7,,P3-EXT,SQL_PENDING,PENDING,PENDING,"d1_thr=1.15 (recipes:project/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P3-EXT-C.quiet); D1: C1/C0_step_ms=1.91 (thr=1.15); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=168; D3_signal=max_data_ms rank=11 data=1.85; D3: hit victim=7 (same_host_single_pod) reported=11; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.96 (D5 需先 D4); D4_pending: no probing/query_manifest.json"
