run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260726_000113-yjr-as-c-p3-sw-b-masked,masked,P3-SW-B,D3,1.91,rank_7,rank_7,,P3-SW,SQL_PENDING,PENDING,PENDING,"d1_thr=1.05 (recipes:/Users/yinjinrun/Codespace/myportal/project/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P3-SW-B.masked); D1: C1/C0_step_ms=1.91 (thr=1.05); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=1; D3_signal=max_data_ms rank=7 data=101.51; D3: hit victim=7 (±1) reported=7; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.89 (D5 需先 D4); D4_pending: no probing/query_manifest.json"
