run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260726_065841-yjr-as-c-p3-ext-b-quiet,quiet,P3-EXT-B,D3,1.71,rank_8,rank_7,,P3-EXT,SQL_PENDING,PENDING,PENDING,"d1_thr=1.15 (recipes:/Users/yinjinrun/Codespace/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P3-EXT-B.quiet); D1: C1/C0_step_ms=1.71 (thr=1.15); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=0; D3_signal=max_data_ms rank=8 data=1.68; D3: hit victim=7 (±1) reported=8; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_weak post/C0=1.19; D4_pending: no probing/query_manifest.json"
