run_id,case_id,dose,tool,d_level,d1_step,d_final_step,target_reported,target_truth,grid_reported,grid_truth,c0_med,c1_med,c2_med,c1_c0,loc_config,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260726_011501-yjr-as-c-p1-hw-b-masked,P1-HW-B,masked,offline_training_metrics,3,130,130,rank_7,rank_7,,P1-HW,76.01,85.81,88.29,1.13,C1_inject_none,SQL_PENDING,PENDING,PENDING,"d1_thr=1.05 (recipes:project/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P1-HW-B.masked); D1: C1/C0_step_ms=1.13 (thr=1.05); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=130; D3_signal=min_compute_ms rank=7 compute=66.29 step=86.3; D3: hit victim=7 (±1) reported=7; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=1.00 (D5 需先 D4)"
