run_id,case_id,dose,tool,d_level,d1_step,d_final_step,target_reported,target_truth,grid_reported,grid_truth,c0_med,c1_med,c2_med,c1_c0,loc_config,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260726_025116-yjr-as-c-p1-sw-c-masked,P1-SW-C,masked,offline_training_metrics,3,100,100,rank_7,rank_7,,P1-SW,76.19,75.89,78.09,2.61,C1_inject_none,SQL_PENDING,PENDING,PENDING,"d1_thr=1.05 (recipes:project/probing-huawei/scripts/fail-slow/dose_recipes.yaml:P1-SW-C.masked); D1: tip_victim_L7 max=2.61 p99=0.97 med=1.00 (med_thr=1.05; median盲 tip可见); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=100; D3_signal=min_compute_at_tip_step rank=7 tip_step=100 compute=66.32; D3: hit victim=7 (±1) reported=7; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.99 (D5 需先 D4)"
